Begin epxeriment: cont_weight: 50 epoch:3000 der1:0.3 der2:0 dfr1:0.4 dfr2:0.4
./run_pre_noisy.py:18: DeprecationWarning: the imp module is deprecated in favour of importlib; see the module's documentation for alternative uses
  import imp
Namespace(add_edge_rate_1=0.0, add_edge_rate_2=0.0, cl_activation='relu', cl_base_model='GCNConv', cl_lr=0.0002, cl_num_epochs=3000, cl_num_hidden=128, cl_num_layers=2, cl_num_proj_hidden=128, cl_weight_decay=1e-05, config='config.yaml', cont_batch_size=0, cont_weight=50.0, cuda=True, dataset='Pubmed', debug=True, defense_mode='none', device_id=3, dis_weight=1, drop_edge_rate_1=0.3, drop_edge_rate_2=0.0, drop_feat_rate_1=0.4, drop_feat_rate_2=0.4, dropout=0.5, epochs=200, evaluate_mode='1by1', gpu_id=0, hidden=128, homo_boost_thrd=0.5, homo_loss_weight=100.0, inner=1, lr=0.01, model='GCN', no_cuda=False, proj_hidden=128, prune_thr=0.2, seed=10, selection_method='cluster_degree', target_class=0, target_loss_weight=1, tau=0.4, temperature=0.5, test_model='GCN', thrd=0.5, train_lr=0.01, trigger_size=3, trojan_epochs=200, use_vs_number=True, vs_number=5, vs_ratio=0, weight_decay=0.0005)
raw graph: torch.Size([2, 88648])
add edge: torch.Size([2, 97612])
remove edge: torch.Size([2, 79702])
updated graph: torch.Size([2, 88666])
=== Noisy graph ===
/home/mfl5681/project-contrastive/RobustCL/model.py:226: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  self.labels = torch.tensor(labels, dtype=torch.long)
=== training gcn model ===
Epoch 0, training loss: 530.205322265625 = 1.0933228731155396 + 50.0 * 10.582240104675293
Epoch 0, val loss: 1.0925633907318115
Epoch 10, training loss: 530.1397705078125 = 1.0874968767166138 + 50.0 * 10.581045150756836
Epoch 10, val loss: 1.0866916179656982
Epoch 20, training loss: 529.618896484375 = 1.0806853771209717 + 50.0 * 10.57076358795166
Epoch 20, val loss: 1.0798320770263672
Epoch 30, training loss: 526.3829345703125 = 1.0724139213562012 + 50.0 * 10.506211280822754
Epoch 30, val loss: 1.0715067386627197
Epoch 40, training loss: 515.0914306640625 = 1.0645769834518433 + 50.0 * 10.280536651611328
Epoch 40, val loss: 1.064031958580017
Epoch 50, training loss: 495.54229736328125 = 1.0582737922668457 + 50.0 * 9.889679908752441
Epoch 50, val loss: 1.0579450130462646
Epoch 60, training loss: 475.82244873046875 = 1.0516780614852905 + 50.0 * 9.495415687561035
Epoch 60, val loss: 1.0513209104537964
Epoch 70, training loss: 465.7083435058594 = 1.0425161123275757 + 50.0 * 9.293316841125488
Epoch 70, val loss: 1.0421960353851318
Epoch 80, training loss: 462.00836181640625 = 1.0332010984420776 + 50.0 * 9.219503402709961
Epoch 80, val loss: 1.0331614017486572
Epoch 90, training loss: 460.3658142089844 = 1.024951457977295 + 50.0 * 9.186817169189453
Epoch 90, val loss: 1.0251891613006592
Epoch 100, training loss: 457.7833251953125 = 1.0178335905075073 + 50.0 * 9.135310173034668
Epoch 100, val loss: 1.0183302164077759
Epoch 110, training loss: 454.0921936035156 = 1.0113590955734253 + 50.0 * 9.061616897583008
Epoch 110, val loss: 1.0120755434036255
Epoch 120, training loss: 447.54693603515625 = 1.005936861038208 + 50.0 * 8.930819511413574
Epoch 120, val loss: 1.0070172548294067
Epoch 130, training loss: 441.958740234375 = 1.0025383234024048 + 50.0 * 8.819124221801758
Epoch 130, val loss: 1.0036399364471436
Epoch 140, training loss: 439.9923095703125 = 0.9966968894004822 + 50.0 * 8.779911994934082
Epoch 140, val loss: 0.9975343942642212
Epoch 150, training loss: 438.5574035644531 = 0.9877287149429321 + 50.0 * 8.75139331817627
Epoch 150, val loss: 0.9885199666023254
Epoch 160, training loss: 437.31451416015625 = 0.9770719408988953 + 50.0 * 8.7267484664917
Epoch 160, val loss: 0.9781193733215332
Epoch 170, training loss: 436.05499267578125 = 0.9659643173217773 + 50.0 * 8.701780319213867
Epoch 170, val loss: 0.9673994779586792
Epoch 180, training loss: 434.90155029296875 = 0.9548010230064392 + 50.0 * 8.678935050964355
Epoch 180, val loss: 0.9565622806549072
Epoch 190, training loss: 434.00372314453125 = 0.9429435133934021 + 50.0 * 8.661215782165527
Epoch 190, val loss: 0.9449792504310608
Epoch 200, training loss: 433.0663757324219 = 0.9299232363700867 + 50.0 * 8.642728805541992
Epoch 200, val loss: 0.9322750568389893
Epoch 210, training loss: 432.1792297363281 = 0.9161205291748047 + 50.0 * 8.625262260437012
Epoch 210, val loss: 0.918898344039917
Epoch 220, training loss: 431.40826416015625 = 0.9017115831375122 + 50.0 * 8.61013126373291
Epoch 220, val loss: 0.9049720764160156
Epoch 230, training loss: 430.7511291503906 = 0.8864787220954895 + 50.0 * 8.59729290008545
Epoch 230, val loss: 0.8901662826538086
Epoch 240, training loss: 430.0360412597656 = 0.8703793287277222 + 50.0 * 8.58331298828125
Epoch 240, val loss: 0.874674379825592
Epoch 250, training loss: 429.3419494628906 = 0.8538944721221924 + 50.0 * 8.569761276245117
Epoch 250, val loss: 0.8587485551834106
Epoch 260, training loss: 428.7642517089844 = 0.8370989561080933 + 50.0 * 8.55854320526123
Epoch 260, val loss: 0.8425709009170532
Epoch 270, training loss: 428.4139709472656 = 0.8199149966239929 + 50.0 * 8.551880836486816
Epoch 270, val loss: 0.8259255886077881
Epoch 280, training loss: 427.83294677734375 = 0.8023518323898315 + 50.0 * 8.54061222076416
Epoch 280, val loss: 0.8089966773986816
Epoch 290, training loss: 427.36663818359375 = 0.7848904132843018 + 50.0 * 8.531635284423828
Epoch 290, val loss: 0.7922058701515198
Epoch 300, training loss: 426.9356994628906 = 0.7675697207450867 + 50.0 * 8.523362159729004
Epoch 300, val loss: 0.7755461931228638
Epoch 310, training loss: 426.7539367675781 = 0.7504239678382874 + 50.0 * 8.52007007598877
Epoch 310, val loss: 0.7591007947921753
Epoch 320, training loss: 426.2337951660156 = 0.7333866953849792 + 50.0 * 8.510007858276367
Epoch 320, val loss: 0.742697536945343
Epoch 330, training loss: 425.89508056640625 = 0.7167348861694336 + 50.0 * 8.50356674194336
Epoch 330, val loss: 0.7267690300941467
Epoch 340, training loss: 425.57855224609375 = 0.7007286548614502 + 50.0 * 8.497556686401367
Epoch 340, val loss: 0.7115190029144287
Epoch 350, training loss: 425.37744140625 = 0.6852540969848633 + 50.0 * 8.493844032287598
Epoch 350, val loss: 0.6967805027961731
Epoch 360, training loss: 425.0264892578125 = 0.6701755523681641 + 50.0 * 8.487126350402832
Epoch 360, val loss: 0.6825389862060547
Epoch 370, training loss: 424.765625 = 0.6559059619903564 + 50.0 * 8.482193946838379
Epoch 370, val loss: 0.6690655946731567
Epoch 380, training loss: 424.49285888671875 = 0.6424259543418884 + 50.0 * 8.477008819580078
Epoch 380, val loss: 0.6564516425132751
Epoch 390, training loss: 424.3123474121094 = 0.6297533512115479 + 50.0 * 8.473651885986328
Epoch 390, val loss: 0.6446748375892639
Epoch 400, training loss: 424.04888916015625 = 0.6178312301635742 + 50.0 * 8.468621253967285
Epoch 400, val loss: 0.6335696578025818
Epoch 410, training loss: 423.8049011230469 = 0.6067156195640564 + 50.0 * 8.463963508605957
Epoch 410, val loss: 0.6233740448951721
Epoch 420, training loss: 423.5206604003906 = 0.5965238213539124 + 50.0 * 8.45848274230957
Epoch 420, val loss: 0.6140791773796082
Epoch 430, training loss: 423.38916015625 = 0.5871405005455017 + 50.0 * 8.456040382385254
Epoch 430, val loss: 0.6055237054824829
Epoch 440, training loss: 423.1982116699219 = 0.5783481597900391 + 50.0 * 8.452397346496582
Epoch 440, val loss: 0.5976129174232483
Epoch 450, training loss: 422.84234619140625 = 0.5702506899833679 + 50.0 * 8.445442199707031
Epoch 450, val loss: 0.5903582572937012
