Begin epxeriment: cont_weight: 0.001 epoch:1000 der1:0.3 der2:0 dfr1:0.4 dfr2:0.4
./run_pre_noisy.py:18: DeprecationWarning: the imp module is deprecated in favour of importlib; see the module's documentation for alternative uses
  import imp
Namespace(add_edge_rate_1=0.0, add_edge_rate_2=0.0, cl_activation='relu', cl_base_model='GCNConv', cl_lr=0.0001, cl_num_epochs=1000, cl_num_hidden=128, cl_num_layers=2, cl_num_proj_hidden=128, cl_weight_decay=1e-05, config='config.yaml', cont_batch_size=0, cont_weight=0.001, cuda=True, dataset='Cora', debug=True, defense_mode='none', device_id=1, dis_weight=1, drop_edge_rate_1=0.3, drop_edge_rate_2=0.0, drop_feat_rate_1=0.4, drop_feat_rate_2=0.4, dropout=0.5, epochs=200, evaluate_mode='1by1', gpu_id=0, hidden=128, homo_boost_thrd=0.5, homo_loss_weight=100.0, inner=1, lr=0.01, model='GCN', no_cuda=False, proj_hidden=128, prune_thr=0.2, seed=10, selection_method='cluster_degree', target_class=0, target_loss_weight=1, tau=0.4, temperature=0.5, test_model='GCN', thrd=0.5, train_lr=0.01, trigger_size=3, trojan_epochs=200, use_vs_number=True, vs_number=5, vs_ratio=0, weight_decay=0.0005)
raw graph: torch.Size([2, 10556])
add edge: torch.Size([2, 11672])
remove edge: torch.Size([2, 9546])
updated graph: torch.Size([2, 10662])
=== Noisy graph ===
/home/mfl5681/project-contrastive/RobustCL/model.py:224: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  self.labels = torch.tensor(labels, dtype=torch.long)
=== training gcn model ===
Epoch 0, training loss: 1.9560389518737793 = 1.9474420547485352 + 0.001 * 8.596857070922852
Epoch 0, val loss: 1.9505759477615356
Epoch 10, training loss: 1.9511699676513672 = 1.942573070526123 + 0.001 * 8.596845626831055
Epoch 10, val loss: 1.9454731941223145
Epoch 20, training loss: 1.9461326599121094 = 1.9375358819961548 + 0.001 * 8.596796035766602
Epoch 20, val loss: 1.9400655031204224
Epoch 30, training loss: 1.940365195274353 = 1.931768536567688 + 0.001 * 8.596697807312012
Epoch 30, val loss: 1.9337775707244873
Epoch 40, training loss: 1.9333876371383667 = 1.9247910976409912 + 0.001 * 8.596517562866211
Epoch 40, val loss: 1.9261201620101929
Epoch 50, training loss: 1.9246325492858887 = 1.9160363674163818 + 0.001 * 8.596179962158203
Epoch 50, val loss: 1.9165124893188477
Epoch 60, training loss: 1.9134396314620972 = 1.904844045639038 + 0.001 * 8.595529556274414
Epoch 60, val loss: 1.9043127298355103
Epoch 70, training loss: 1.899213433265686 = 1.890619158744812 + 0.001 * 8.594247817993164
Epoch 70, val loss: 1.8890107870101929
Epoch 80, training loss: 1.8816760778427124 = 1.8730844259262085 + 0.001 * 8.591668128967285
Epoch 80, val loss: 1.8705861568450928
Epoch 90, training loss: 1.8613405227661133 = 1.8527544736862183 + 0.001 * 8.586084365844727
Epoch 90, val loss: 1.8501412868499756
Epoch 100, training loss: 1.8398493528366089 = 1.831276535987854 + 0.001 * 8.572819709777832
Epoch 100, val loss: 1.830154299736023
Epoch 110, training loss: 1.819696307182312 = 1.8111579418182373 + 0.001 * 8.538421630859375
Epoch 110, val loss: 1.8135398626327515
Epoch 120, training loss: 1.801956057548523 = 1.7935254573822021 + 0.001 * 8.43054485321045
Epoch 120, val loss: 1.800698161125183
Epoch 130, training loss: 1.7845134735107422 = 1.77633798122406 + 0.001 * 8.17549991607666
Epoch 130, val loss: 1.7882786989212036
Epoch 140, training loss: 1.764817237854004 = 1.7566906213760376 + 0.001 * 8.126628875732422
Epoch 140, val loss: 1.772852897644043
Epoch 150, training loss: 1.7412043809890747 = 1.7331478595733643 + 0.001 * 8.056574821472168
Epoch 150, val loss: 1.7533622980117798
Epoch 160, training loss: 1.7125046253204346 = 1.7045726776123047 + 0.001 * 7.931941986083984
Epoch 160, val loss: 1.7292429208755493
Epoch 170, training loss: 1.6779627799987793 = 1.6702008247375488 + 0.001 * 7.761896133422852
Epoch 170, val loss: 1.7002453804016113
Epoch 180, training loss: 1.6379234790802002 = 1.6302934885025024 + 0.001 * 7.629995822906494
Epoch 180, val loss: 1.6665502786636353
Epoch 190, training loss: 1.593247890472412 = 1.585685133934021 + 0.001 * 7.562794208526611
Epoch 190, val loss: 1.628998041152954
Epoch 200, training loss: 1.545035719871521 = 1.5375088453292847 + 0.001 * 7.526882171630859
Epoch 200, val loss: 1.5889993906021118
Epoch 210, training loss: 1.494152545928955 = 1.486661672592163 + 0.001 * 7.490830898284912
Epoch 210, val loss: 1.547803282737732
Epoch 220, training loss: 1.4413090944290161 = 1.4338676929473877 + 0.001 * 7.441351890563965
Epoch 220, val loss: 1.5058735609054565
Epoch 230, training loss: 1.3867106437683105 = 1.3793292045593262 + 0.001 * 7.381392002105713
Epoch 230, val loss: 1.4631249904632568
Epoch 240, training loss: 1.33053719997406 = 1.323215126991272 + 0.001 * 7.3220534324646
Epoch 240, val loss: 1.4193594455718994
Epoch 250, training loss: 1.2730330228805542 = 1.2657499313354492 + 0.001 * 7.283067226409912
Epoch 250, val loss: 1.3743349313735962
Epoch 260, training loss: 1.2146461009979248 = 1.2073785066604614 + 0.001 * 7.2676167488098145
Epoch 260, val loss: 1.3284416198730469
Epoch 270, training loss: 1.1561123132705688 = 1.1488516330718994 + 0.001 * 7.26062536239624
Epoch 270, val loss: 1.282474160194397
Epoch 280, training loss: 1.0983134508132935 = 1.0910611152648926 + 0.001 * 7.252357006072998
Epoch 280, val loss: 1.2371517419815063
Epoch 290, training loss: 1.0421526432037354 = 1.0349102020263672 + 0.001 * 7.242441177368164
Epoch 290, val loss: 1.1934882402420044
Epoch 300, training loss: 0.9884621500968933 = 0.9812326431274414 + 0.001 * 7.229516506195068
Epoch 300, val loss: 1.1522883176803589
Epoch 310, training loss: 0.93792325258255 = 0.9307098984718323 + 0.001 * 7.213357925415039
Epoch 310, val loss: 1.1143980026245117
Epoch 320, training loss: 0.8909762501716614 = 0.8837779760360718 + 0.001 * 7.198283672332764
Epoch 320, val loss: 1.079986810684204
Epoch 330, training loss: 0.8477509021759033 = 0.8405677080154419 + 0.001 * 7.183182716369629
Epoch 330, val loss: 1.0492323637008667
Epoch 340, training loss: 0.8081179261207581 = 0.800944983959198 + 0.001 * 7.17291259765625
Epoch 340, val loss: 1.0219806432724
Epoch 350, training loss: 0.7717674374580383 = 0.7646058797836304 + 0.001 * 7.16152811050415
Epoch 350, val loss: 0.9979448318481445
Epoch 360, training loss: 0.7382885217666626 = 0.7311362624168396 + 0.001 * 7.152283191680908
Epoch 360, val loss: 0.9768562316894531
Epoch 370, training loss: 0.7072310447692871 = 0.7000867128372192 + 0.001 * 7.144350051879883
Epoch 370, val loss: 0.9582997560501099
Epoch 380, training loss: 0.6781529188156128 = 0.6710138320922852 + 0.001 * 7.139077186584473
Epoch 380, val loss: 0.9418676495552063
Epoch 390, training loss: 0.6506507992744446 = 0.6435173749923706 + 0.001 * 7.133400917053223
Epoch 390, val loss: 0.9271802306175232
Epoch 400, training loss: 0.624373197555542 = 0.617245614528656 + 0.001 * 7.127572536468506
Epoch 400, val loss: 0.9140251278877258
Epoch 410, training loss: 0.5990320444107056 = 0.5919085144996643 + 0.001 * 7.123522758483887
Epoch 410, val loss: 0.902208685874939
Epoch 420, training loss: 0.5743934512138367 = 0.5672730207443237 + 0.001 * 7.1204328536987305
Epoch 420, val loss: 0.8914645910263062
Epoch 430, training loss: 0.5503090620040894 = 0.543192446231842 + 0.001 * 7.116607666015625
Epoch 430, val loss: 0.881822943687439
Epoch 440, training loss: 0.5266574025154114 = 0.5195441246032715 + 0.001 * 7.113284111022949
Epoch 440, val loss: 0.873184323310852
Epoch 450, training loss: 0.5033726096153259 = 0.4962630271911621 + 0.001 * 7.10955286026001
Epoch 450, val loss: 0.865623414516449
Epoch 460, training loss: 0.48044878244400024 = 0.47334209084510803 + 0.001 * 7.106703281402588
Epoch 460, val loss: 0.8591393828392029
Epoch 470, training loss: 0.4579257369041443 = 0.4508206844329834 + 0.001 * 7.1050591468811035
Epoch 470, val loss: 0.8538573384284973
Epoch 480, training loss: 0.435836523771286 = 0.4287342131137848 + 0.001 * 7.102303981781006
Epoch 480, val loss: 0.8498592376708984
Epoch 490, training loss: 0.41425830125808716 = 0.4071584641933441 + 0.001 * 7.099822044372559
Epoch 490, val loss: 0.8471834063529968
Epoch 500, training loss: 0.39326003193855286 = 0.3861626088619232 + 0.001 * 7.097411632537842
Epoch 500, val loss: 0.8458269834518433
Epoch 510, training loss: 0.37288907170295715 = 0.3657929301261902 + 0.001 * 7.096155166625977
Epoch 510, val loss: 0.8458674550056458
Epoch 520, training loss: 0.35317471623420715 = 0.34608110785484314 + 0.001 * 7.093620777130127
Epoch 520, val loss: 0.847229540348053
Epoch 530, training loss: 0.33414193987846375 = 0.3270511031150818 + 0.001 * 7.090841293334961
Epoch 530, val loss: 0.849878191947937
Epoch 540, training loss: 0.31580063700675964 = 0.308711975812912 + 0.001 * 7.088654041290283
Epoch 540, val loss: 0.8537741303443909
Epoch 550, training loss: 0.29816630482673645 = 0.291079044342041 + 0.001 * 7.087251663208008
Epoch 550, val loss: 0.8587712645530701
Epoch 560, training loss: 0.28127098083496094 = 0.2741863429546356 + 0.001 * 7.084626197814941
Epoch 560, val loss: 0.8648260831832886
Epoch 570, training loss: 0.26514479517936707 = 0.25806063413619995 + 0.001 * 7.0841522216796875
Epoch 570, val loss: 0.8719226121902466
Epoch 580, training loss: 0.24979674816131592 = 0.24271486699581146 + 0.001 * 7.081876754760742
Epoch 580, val loss: 0.879934549331665
Epoch 590, training loss: 0.23523926734924316 = 0.22816000878810883 + 0.001 * 7.079261302947998
Epoch 590, val loss: 0.8887678384780884
Epoch 600, training loss: 0.22147619724273682 = 0.21439848840236664 + 0.001 * 7.077703475952148
Epoch 600, val loss: 0.8983829617500305
Epoch 610, training loss: 0.20849359035491943 = 0.20141953229904175 + 0.001 * 7.074060440063477
Epoch 610, val loss: 0.908730149269104
Epoch 620, training loss: 0.19627702236175537 = 0.18920622766017914 + 0.001 * 7.070798397064209
Epoch 620, val loss: 0.9197613596916199
Epoch 630, training loss: 0.1848127692937851 = 0.17773041129112244 + 0.001 * 7.082361221313477
Epoch 630, val loss: 0.9314156770706177
Epoch 640, training loss: 0.17403091490268707 = 0.16696298122406006 + 0.001 * 7.067937850952148
Epoch 640, val loss: 0.9436243176460266
Epoch 650, training loss: 0.16393740475177765 = 0.15687182545661926 + 0.001 * 7.06558084487915
Epoch 650, val loss: 0.9563097953796387
Epoch 660, training loss: 0.15448105335235596 = 0.14741910994052887 + 0.001 * 7.061944007873535
Epoch 660, val loss: 0.9694352746009827
Epoch 670, training loss: 0.14564360678195953 = 0.13857164978981018 + 0.001 * 7.0719523429870605
Epoch 670, val loss: 0.9829410314559937
Epoch 680, training loss: 0.13734731078147888 = 0.1302930861711502 + 0.001 * 7.054224491119385
Epoch 680, val loss: 0.996795117855072
Epoch 690, training loss: 0.12959955632686615 = 0.12254822999238968 + 0.001 * 7.0513200759887695
Epoch 690, val loss: 1.0109552145004272
Epoch 700, training loss: 0.12235354632139206 = 0.11530394107103348 + 0.001 * 7.049602508544922
Epoch 700, val loss: 1.0253947973251343
Epoch 710, training loss: 0.11559324711561203 = 0.10852750390768051 + 0.001 * 7.065739631652832
Epoch 710, val loss: 1.0400173664093018
Epoch 720, training loss: 0.10923141986131668 = 0.1021893173456192 + 0.001 * 7.0420989990234375
Epoch 720, val loss: 1.0548248291015625
Epoch 730, training loss: 0.10330324620008469 = 0.09626320749521255 + 0.001 * 7.040036201477051
Epoch 730, val loss: 1.0697970390319824
Epoch 740, training loss: 0.09775983542203903 = 0.09072423726320267 + 0.001 * 7.0355987548828125
Epoch 740, val loss: 1.0848942995071411
Epoch 750, training loss: 0.09258243441581726 = 0.08554749190807343 + 0.001 * 7.034938812255859
Epoch 750, val loss: 1.1000850200653076
Epoch 760, training loss: 0.08775077760219574 = 0.08071088045835495 + 0.001 * 7.039895534515381
Epoch 760, val loss: 1.115330457687378
Epoch 770, training loss: 0.08322567492723465 = 0.07619200646877289 + 0.001 * 7.033666133880615
Epoch 770, val loss: 1.1306384801864624
Epoch 780, training loss: 0.07899423688650131 = 0.0719698891043663 + 0.001 * 7.02434778213501
Epoch 780, val loss: 1.1459732055664062
Epoch 790, training loss: 0.07507940381765366 = 0.06802500039339066 + 0.001 * 7.054400444030762
Epoch 790, val loss: 1.1613199710845947
