Begin epxeriment: cont_weight: 0.1 epoch:1000 der1:0.3 der2:0 dfr1:0.4 dfr2:0.4
./run_pre_noisy.py:18: DeprecationWarning: the imp module is deprecated in favour of importlib; see the module's documentation for alternative uses
  import imp
Namespace(add_edge_rate_1=0.0, add_edge_rate_2=0.0, cl_activation='relu', cl_base_model='GCNConv', cl_lr=0.0001, cl_num_epochs=1000, cl_num_hidden=128, cl_num_layers=2, cl_num_proj_hidden=128, cl_weight_decay=1e-05, config='config.yaml', cont_batch_size=0, cont_weight=0.1, cuda=True, dataset='Cora', debug=True, defense_mode='none', device_id=1, dis_weight=1, drop_edge_rate_1=0.3, drop_edge_rate_2=0.0, drop_feat_rate_1=0.4, drop_feat_rate_2=0.4, dropout=0.5, epochs=200, evaluate_mode='1by1', gpu_id=0, hidden=128, homo_boost_thrd=0.5, homo_loss_weight=100.0, inner=1, lr=0.01, model='GCN', no_cuda=False, proj_hidden=128, prune_thr=0.2, seed=10, selection_method='cluster_degree', target_class=0, target_loss_weight=1, tau=0.4, temperature=0.5, test_model='GCN', thrd=0.5, train_lr=0.01, trigger_size=3, trojan_epochs=200, use_vs_number=True, vs_number=5, vs_ratio=0, weight_decay=0.0005)
raw graph: torch.Size([2, 10556])
add edge: torch.Size([2, 11630])
remove edge: torch.Size([2, 9474])
updated graph: torch.Size([2, 10548])
=== Noisy graph ===
/home/mfl5681/project-contrastive/RobustCL/model.py:224: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  self.labels = torch.tensor(labels, dtype=torch.long)
=== training gcn model ===
Epoch 0, training loss: 2.8024039268493652 = 1.9427192211151123 + 0.1 * 8.596846580505371
Epoch 0, val loss: 1.9435081481933594
Epoch 10, training loss: 2.7977583408355713 = 1.9380767345428467 + 0.1 * 8.59681510925293
Epoch 10, val loss: 1.9392248392105103
Epoch 20, training loss: 2.7927145957946777 = 1.9330418109893799 + 0.1 * 8.59672737121582
Epoch 20, val loss: 1.934478759765625
Epoch 30, training loss: 2.786731004714966 = 1.927083134651184 + 0.1 * 8.596478462219238
Epoch 30, val loss: 1.92875075340271
Epoch 40, training loss: 2.779202699661255 = 1.9196466207504272 + 0.1 * 8.595560073852539
Epoch 40, val loss: 1.9215110540390015
Epoch 50, training loss: 2.7692270278930664 = 1.9100549221038818 + 0.1 * 8.591720581054688
Epoch 50, val loss: 1.9120995998382568
Epoch 60, training loss: 2.755197048187256 = 1.8974988460540771 + 0.1 * 8.576980590820312
Epoch 60, val loss: 1.8997787237167358
Epoch 70, training loss: 2.734553337097168 = 1.8812859058380127 + 0.1 * 8.532674789428711
Epoch 70, val loss: 1.8840086460113525
Epoch 80, training loss: 2.702518939971924 = 1.8617764711380005 + 0.1 * 8.407423973083496
Epoch 80, val loss: 1.8654505014419556
Epoch 90, training loss: 2.6523234844207764 = 1.8400955200195312 + 0.1 * 8.122279167175293
Epoch 90, val loss: 1.8454018831253052
Epoch 100, training loss: 2.621950626373291 = 1.8179529905319214 + 0.1 * 8.0399751663208
Epoch 100, val loss: 1.8255646228790283
Epoch 110, training loss: 2.589677333831787 = 1.797536849975586 + 0.1 * 7.9214043617248535
Epoch 110, val loss: 1.8072073459625244
Epoch 120, training loss: 2.553016185760498 = 1.779126763343811 + 0.1 * 7.738895416259766
Epoch 120, val loss: 1.7901586294174194
Epoch 130, training loss: 2.5146193504333496 = 1.7615522146224976 + 0.1 * 7.530670166015625
Epoch 130, val loss: 1.7738397121429443
Epoch 140, training loss: 2.4765496253967285 = 1.742999792098999 + 0.1 * 7.33549690246582
Epoch 140, val loss: 1.7571152448654175
Epoch 150, training loss: 2.439115047454834 = 1.7217402458190918 + 0.1 * 7.173748016357422
Epoch 150, val loss: 1.7389204502105713
Epoch 160, training loss: 2.402860403060913 = 1.6961544752120972 + 0.1 * 7.067059516906738
Epoch 160, val loss: 1.7177919149398804
