Begin epxeriment: cont_weight: 50 epoch:1000 der1:0.3 der2:0 dfr1:0.4 dfr2:0.4
./run_pre_noisy.py:18: DeprecationWarning: the imp module is deprecated in favour of importlib; see the module's documentation for alternative uses
  import imp
Namespace(add_edge_rate_1=0.0, add_edge_rate_2=0.0, cl_activation='relu', cl_base_model='GCNConv', cl_lr=0.0001, cl_num_epochs=1000, cl_num_hidden=128, cl_num_layers=2, cl_num_proj_hidden=128, cl_weight_decay=1e-05, config='config.yaml', cont_batch_size=0, cont_weight=50.0, cuda=True, dataset='Cora', debug=True, defense_mode='none', device_id=1, dis_weight=1, drop_edge_rate_1=0.3, drop_edge_rate_2=0.0, drop_feat_rate_1=0.4, drop_feat_rate_2=0.4, dropout=0.5, epochs=200, evaluate_mode='1by1', gpu_id=0, hidden=128, homo_boost_thrd=0.5, homo_loss_weight=100.0, inner=1, lr=0.01, model='GCN', no_cuda=False, proj_hidden=128, prune_thr=0.2, seed=10, selection_method='cluster_degree', target_class=0, target_loss_weight=1, tau=0.4, temperature=0.5, test_model='GCN', thrd=0.5, train_lr=0.01, trigger_size=3, trojan_epochs=200, use_vs_number=True, vs_number=5, vs_ratio=0, weight_decay=0.0005)
raw graph: torch.Size([2, 10556])
add edge: torch.Size([2, 11538])
remove edge: torch.Size([2, 9432])
updated graph: torch.Size([2, 10414])
=== Noisy graph ===
/home/mfl5681/project-contrastive/RobustCL/model.py:224: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  self.labels = torch.tensor(labels, dtype=torch.long)
=== training gcn model ===
Epoch 0, training loss: 431.80389404296875 = 1.9605913162231445 + 50.0 * 8.5968656539917
Epoch 0, val loss: 1.9682382345199585
Epoch 10, training loss: 431.7904968261719 = 1.9559463262557983 + 50.0 * 8.596691131591797
Epoch 10, val loss: 1.9637415409088135
Epoch 20, training loss: 431.76019287109375 = 1.9507920742034912 + 50.0 * 8.596187591552734
Epoch 20, val loss: 1.95859694480896
Epoch 30, training loss: 431.6704406738281 = 1.9448611736297607 + 50.0 * 8.594511985778809
Epoch 30, val loss: 1.95248281955719
Epoch 40, training loss: 431.3522644042969 = 1.9377236366271973 + 50.0 * 8.58829116821289
Epoch 40, val loss: 1.9449059963226318
Epoch 50, training loss: 430.1731262207031 = 1.9289302825927734 + 50.0 * 8.564884185791016
Epoch 50, val loss: 1.9353594779968262
Epoch 60, training loss: 425.96331787109375 = 1.9183433055877686 + 50.0 * 8.480899810791016
Epoch 60, val loss: 1.9237250089645386
Epoch 70, training loss: 411.4322204589844 = 1.9069305658340454 + 50.0 * 8.190505981445312
Epoch 70, val loss: 1.9111721515655518
Epoch 80, training loss: 376.7086486816406 = 1.8943687677383423 + 50.0 * 7.496285438537598
Epoch 80, val loss: 1.8974952697753906
