Begin epxeriment: cont_weight: 0.001 epoch:1000 der1:0.3 der2:0 dfr1:0.4 dfr2:0.4
./run_pre_noisy.py:18: DeprecationWarning: the imp module is deprecated in favour of importlib; see the module's documentation for alternative uses
  import imp
Namespace(add_edge_rate_1=0.0, add_edge_rate_2=0.0, cl_activation='relu', cl_base_model='GCNConv', cl_lr=0.0002, cl_num_epochs=1000, cl_num_hidden=128, cl_num_layers=2, cl_num_proj_hidden=128, cl_weight_decay=1e-05, config='config.yaml', cont_batch_size=0, cont_weight=0.001, cuda=True, dataset='Cora', debug=True, defense_mode='none', device_id=1, dis_weight=1, drop_edge_rate_1=0.3, drop_edge_rate_2=0.0, drop_feat_rate_1=0.4, drop_feat_rate_2=0.4, dropout=0.5, epochs=200, evaluate_mode='1by1', gpu_id=0, hidden=128, homo_boost_thrd=0.5, homo_loss_weight=100.0, inner=1, lr=0.01, model='GCN', no_cuda=False, proj_hidden=128, prune_thr=0.2, seed=10, selection_method='cluster_degree', target_class=0, target_loss_weight=1, tau=0.4, temperature=0.5, test_model='GCN', thrd=0.5, train_lr=0.01, trigger_size=3, trojan_epochs=200, use_vs_number=True, vs_number=5, vs_ratio=0, weight_decay=0.0005)
raw graph: torch.Size([2, 10556])
add edge: torch.Size([2, 11660])
remove edge: torch.Size([2, 9594])
updated graph: torch.Size([2, 10698])
=== Noisy graph ===
/home/mfl5681/project-contrastive/RobustCL/model.py:226: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  self.labels = torch.tensor(labels, dtype=torch.long)
=== training gcn model ===
Epoch 0, training loss: 1.9618343114852905 = 1.9532374143600464 + 0.001 * 8.596863746643066
Epoch 0, val loss: 1.961639404296875
Epoch 10, training loss: 1.9521666765213013 = 1.9435698986053467 + 0.001 * 8.596822738647461
Epoch 10, val loss: 1.9512134790420532
Epoch 20, training loss: 1.940459966659546 = 1.9318633079528809 + 0.001 * 8.59667682647705
Epoch 20, val loss: 1.938288927078247
Epoch 30, training loss: 1.9245115518569946 = 1.9159152507781982 + 0.001 * 8.596315383911133
Epoch 30, val loss: 1.9204117059707642
Epoch 40, training loss: 1.9013198614120483 = 1.8927245140075684 + 0.001 * 8.595404624938965
Epoch 40, val loss: 1.894317388534546
Epoch 50, training loss: 1.8684604167938232 = 1.8598675727844238 + 0.001 * 8.592844009399414
Epoch 50, val loss: 1.8580724000930786
Epoch 60, training loss: 1.8296085596084595 = 1.821024775505066 + 0.001 * 8.583724975585938
Epoch 60, val loss: 1.8182674646377563
Epoch 70, training loss: 1.7976354360580444 = 1.7890918254852295 + 0.001 * 8.543635368347168
Epoch 70, val loss: 1.7909387350082397
Epoch 80, training loss: 1.7659096717834473 = 1.7576005458831787 + 0.001 * 8.30906867980957
Epoch 80, val loss: 1.7660140991210938
Epoch 90, training loss: 1.7214537858963013 = 1.7133665084838867 + 0.001 * 8.087285041809082
Epoch 90, val loss: 1.7288501262664795
Epoch 100, training loss: 1.6597797870635986 = 1.6519200801849365 + 0.001 * 7.859725475311279
Epoch 100, val loss: 1.6761001348495483
Epoch 110, training loss: 1.5764802694320679 = 1.568824291229248 + 0.001 * 7.655980587005615
Epoch 110, val loss: 1.6066546440124512
Epoch 120, training loss: 1.4762827157974243 = 1.4686862230300903 + 0.001 * 7.59653902053833
Epoch 120, val loss: 1.5245083570480347
Epoch 130, training loss: 1.365761637687683 = 1.3582139015197754 + 0.001 * 7.547697067260742
Epoch 130, val loss: 1.4366896152496338
Epoch 140, training loss: 1.2489053010940552 = 1.241440773010254 + 0.001 * 7.464540481567383
Epoch 140, val loss: 1.3439035415649414
Epoch 150, training loss: 1.1293946504592896 = 1.1220566034317017 + 0.001 * 7.338055610656738
Epoch 150, val loss: 1.2505216598510742
Epoch 160, training loss: 1.0135928392410278 = 1.0063108205795288 + 0.001 * 7.281968116760254
Epoch 160, val loss: 1.1616727113723755
Epoch 170, training loss: 0.9087926745414734 = 0.9015222787857056 + 0.001 * 7.2703857421875
Epoch 170, val loss: 1.0834269523620605
Epoch 180, training loss: 0.8195774555206299 = 0.8123306035995483 + 0.001 * 7.246833801269531
Epoch 180, val loss: 1.0198322534561157
Epoch 190, training loss: 0.745518684387207 = 0.7382965683937073 + 0.001 * 7.222109317779541
Epoch 190, val loss: 0.970359742641449
Epoch 200, training loss: 0.6830977201461792 = 0.6759030222892761 + 0.001 * 7.194682598114014
Epoch 200, val loss: 0.9326390027999878
Epoch 210, training loss: 0.6283578872680664 = 0.6211828589439392 + 0.001 * 7.175016403198242
Epoch 210, val loss: 0.9034464359283447
Epoch 220, training loss: 0.5780043601989746 = 0.5708432197570801 + 0.001 * 7.161152362823486
Epoch 220, val loss: 0.8799214959144592
Epoch 230, training loss: 0.5298506021499634 = 0.5226970911026001 + 0.001 * 7.153527736663818
Epoch 230, val loss: 0.860035240650177
Epoch 240, training loss: 0.4825817942619324 = 0.4754292964935303 + 0.001 * 7.15250825881958
Epoch 240, val loss: 0.842837929725647
Epoch 250, training loss: 0.43551406264305115 = 0.4283676743507385 + 0.001 * 7.146379470825195
Epoch 250, val loss: 0.8277597427368164
Epoch 260, training loss: 0.3887142837047577 = 0.38157010078430176 + 0.001 * 7.144185543060303
Epoch 260, val loss: 0.8146974444389343
Epoch 270, training loss: 0.34292349219322205 = 0.3357841372489929 + 0.001 * 7.1393513679504395
Epoch 270, val loss: 0.8045019507408142
Epoch 280, training loss: 0.29959532618522644 = 0.29245850443840027 + 0.001 * 7.136807918548584
Epoch 280, val loss: 0.7978073358535767
Epoch 290, training loss: 0.2601976990699768 = 0.25306493043899536 + 0.001 * 7.13278341293335
Epoch 290, val loss: 0.7951656579971313
Epoch 300, training loss: 0.22554150223731995 = 0.21841441094875336 + 0.001 * 7.12708854675293
Epoch 300, val loss: 0.7966440916061401
Epoch 310, training loss: 0.1956844925880432 = 0.18856169283390045 + 0.001 * 7.122794151306152
Epoch 310, val loss: 0.8017820119857788
Epoch 320, training loss: 0.17018631100654602 = 0.16307145357131958 + 0.001 * 7.11486291885376
Epoch 320, val loss: 0.8099395632743835
Epoch 330, training loss: 0.14847777783870697 = 0.1413426548242569 + 0.001 * 7.135116100311279
Epoch 330, val loss: 0.8204755783081055
Epoch 340, training loss: 0.12991270422935486 = 0.12279531359672546 + 0.001 * 7.117388725280762
Epoch 340, val loss: 0.8327519297599792
Epoch 350, training loss: 0.1140410527586937 = 0.10693421214818954 + 0.001 * 7.106836795806885
Epoch 350, val loss: 0.846289336681366
Epoch 360, training loss: 0.10045427083969116 = 0.09335216879844666 + 0.001 * 7.102103233337402
Epoch 360, val loss: 0.8606348633766174
Epoch 370, training loss: 0.08880214393138885 = 0.08170601725578308 + 0.001 * 7.096129894256592
Epoch 370, val loss: 0.8753853440284729
Epoch 380, training loss: 0.07879549264907837 = 0.07170294970273972 + 0.001 * 7.092543125152588
Epoch 380, val loss: 0.890362560749054
Epoch 390, training loss: 0.0701955258846283 = 0.06310594081878662 + 0.001 * 7.089587688446045
Epoch 390, val loss: 0.9053804874420166
Epoch 400, training loss: 0.06280362606048584 = 0.05571575462818146 + 0.001 * 7.087868690490723
Epoch 400, val loss: 0.9202894568443298
