Begin epxeriment: cont_weight: 10 epoch:1000 der1:0.3 der2:0 dfr1:0.4 dfr2:0.4
./run_pre_noisy.py:18: DeprecationWarning: the imp module is deprecated in favour of importlib; see the module's documentation for alternative uses
  import imp
Namespace(add_edge_rate_1=0.0, add_edge_rate_2=0.0, cl_activation='relu', cl_base_model='GCNConv', cl_lr=0.0001, cl_num_epochs=1000, cl_num_hidden=128, cl_num_layers=2, cl_num_proj_hidden=128, cl_weight_decay=1e-05, config='config.yaml', cont_batch_size=0, cont_weight=10.0, cuda=True, dataset='Cora', debug=True, defense_mode='none', device_id=1, dis_weight=1, drop_edge_rate_1=0.3, drop_edge_rate_2=0.0, drop_feat_rate_1=0.4, drop_feat_rate_2=0.4, dropout=0.5, epochs=200, evaluate_mode='1by1', gpu_id=0, hidden=128, homo_boost_thrd=0.5, homo_loss_weight=100.0, inner=1, lr=0.01, model='GCN', no_cuda=False, proj_hidden=128, prune_thr=0.2, seed=10, selection_method='cluster_degree', target_class=0, target_loss_weight=1, tau=0.4, temperature=0.5, test_model='GCN', thrd=0.5, train_lr=0.01, trigger_size=3, trojan_epochs=200, use_vs_number=True, vs_number=5, vs_ratio=0, weight_decay=0.0005)
raw graph: torch.Size([2, 10556])
add edge: torch.Size([2, 11584])
remove edge: torch.Size([2, 9510])
updated graph: torch.Size([2, 10538])
=== Noisy graph ===
/home/mfl5681/project-contrastive/RobustCL/model.py:224: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  self.labels = torch.tensor(labels, dtype=torch.long)
=== training gcn model ===
Epoch 0, training loss: 87.92494201660156 = 1.9565035104751587 + 10.0 * 8.596843719482422
Epoch 0, val loss: 1.9564464092254639
Epoch 10, training loss: 87.91773223876953 = 1.951182246208191 + 10.0 * 8.596654891967773
Epoch 10, val loss: 1.9509087800979614
Epoch 20, training loss: 87.9056625366211 = 1.9453074932098389 + 10.0 * 8.596035957336426
Epoch 20, val loss: 1.9447168111801147
Epoch 30, training loss: 87.87554168701172 = 1.9384207725524902 + 10.0 * 8.593711853027344
Epoch 30, val loss: 1.9374061822891235
Epoch 40, training loss: 87.77788543701172 = 1.9301494359970093 + 10.0 * 8.584773063659668
Epoch 40, val loss: 1.9286494255065918
Epoch 50, training loss: 87.4604263305664 = 1.9202957153320312 + 10.0 * 8.5540132522583
Epoch 50, val loss: 1.9183011054992676
