Begin epxeriment: cont_weight: 2 epoch:1000 der1:0.3 der2:0 dfr1:0.4 dfr2:0.4
./run_pre_noisy.py:18: DeprecationWarning: the imp module is deprecated in favour of importlib; see the module's documentation for alternative uses
  import imp
Namespace(add_edge_rate_1=0.0, add_edge_rate_2=0.0, cl_activation='relu', cl_base_model='GCNConv', cl_lr=0.0001, cl_num_epochs=1000, cl_num_hidden=128, cl_num_layers=2, cl_num_proj_hidden=128, cl_weight_decay=1e-05, config='config.yaml', cont_batch_size=0, cont_weight=2.0, cuda=True, dataset='Cora', debug=True, defense_mode='none', device_id=1, dis_weight=1, drop_edge_rate_1=0.3, drop_edge_rate_2=0.0, drop_feat_rate_1=0.4, drop_feat_rate_2=0.4, dropout=0.5, epochs=200, evaluate_mode='1by1', gpu_id=0, hidden=128, homo_boost_thrd=0.5, homo_loss_weight=100.0, inner=1, lr=0.01, model='GCN', no_cuda=False, proj_hidden=128, prune_thr=0.2, seed=10, selection_method='cluster_degree', target_class=0, target_loss_weight=1, tau=0.4, temperature=0.5, test_model='GCN', thrd=0.5, train_lr=0.01, trigger_size=3, trojan_epochs=200, use_vs_number=True, vs_number=5, vs_ratio=0, weight_decay=0.0005)
raw graph: torch.Size([2, 10556])
add edge: torch.Size([2, 11590])
remove edge: torch.Size([2, 9562])
updated graph: torch.Size([2, 10596])
=== Noisy graph ===
/home/mfl5681/project-contrastive/RobustCL/model.py:224: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  self.labels = torch.tensor(labels, dtype=torch.long)
=== training gcn model ===
Epoch 0, training loss: 19.147708892822266 = 1.9539997577667236 + 2.0 * 8.596854209899902
Epoch 0, val loss: 1.9589495658874512
Epoch 10, training loss: 19.14235496520996 = 1.948805570602417 + 2.0 * 8.59677505493164
Epoch 10, val loss: 1.9535439014434814
Epoch 20, training loss: 19.13614845275879 = 1.943095326423645 + 2.0 * 8.596526145935059
Epoch 20, val loss: 1.9475783109664917
Epoch 30, training loss: 19.1275634765625 = 1.9363796710968018 + 2.0 * 8.59559154510498
Epoch 30, val loss: 1.9405282735824585
Epoch 40, training loss: 19.111562728881836 = 1.9280667304992676 + 2.0 * 8.591748237609863
Epoch 40, val loss: 1.9317231178283691
Epoch 50, training loss: 19.072397232055664 = 1.9175775051116943 + 2.0 * 8.577409744262695
Epoch 50, val loss: 1.9206300973892212
Epoch 60, training loss: 18.970687866210938 = 1.905003309249878 + 2.0 * 8.532842636108398
Epoch 60, val loss: 1.907612681388855
Epoch 70, training loss: 18.68638038635254 = 1.891837239265442 + 2.0 * 8.397271156311035
Epoch 70, val loss: 1.8944954872131348
Epoch 80, training loss: 18.034299850463867 = 1.8780001401901245 + 2.0 * 8.078149795532227
Epoch 80, val loss: 1.8808635473251343
Epoch 90, training loss: 17.729755401611328 = 1.8653240203857422 + 2.0 * 7.932215213775635
Epoch 90, val loss: 1.8688606023788452
Epoch 100, training loss: 17.137144088745117 = 1.8563631772994995 + 2.0 * 7.640390396118164
Epoch 100, val loss: 1.8606082201004028
Epoch 110, training loss: 16.457536697387695 = 1.8495690822601318 + 2.0 * 7.30398416519165
Epoch 110, val loss: 1.8542358875274658
Epoch 120, training loss: 15.96820068359375 = 1.8446581363677979 + 2.0 * 7.061771392822266
Epoch 120, val loss: 1.8496465682983398
Epoch 130, training loss: 15.683032989501953 = 1.8399882316589355 + 2.0 * 6.92152214050293
Epoch 130, val loss: 1.8452297449111938
Epoch 140, training loss: 15.488754272460938 = 1.8343781232833862 + 2.0 * 6.827188014984131
Epoch 140, val loss: 1.8399585485458374
Epoch 150, training loss: 15.35438346862793 = 1.8279788494110107 + 2.0 * 6.76320219039917
Epoch 150, val loss: 1.8339173793792725
Epoch 160, training loss: 15.248432159423828 = 1.8213183879852295 + 2.0 * 6.71355676651001
Epoch 160, val loss: 1.8277055025100708
Epoch 170, training loss: 15.144630432128906 = 1.8150020837783813 + 2.0 * 6.664813995361328
Epoch 170, val loss: 1.8217097520828247
Epoch 180, training loss: 15.048349380493164 = 1.8090262413024902 + 2.0 * 6.619661331176758
Epoch 180, val loss: 1.8161126375198364
Epoch 190, training loss: 14.96760082244873 = 1.8032560348510742 + 2.0 * 6.582172393798828
Epoch 190, val loss: 1.8106361627578735
Epoch 200, training loss: 14.907135009765625 = 1.7974299192428589 + 2.0 * 6.554852485656738
Epoch 200, val loss: 1.8051061630249023
Epoch 210, training loss: 14.853891372680664 = 1.7914023399353027 + 2.0 * 6.531244277954102
Epoch 210, val loss: 1.7995550632476807
Epoch 220, training loss: 14.809231758117676 = 1.785279393196106 + 2.0 * 6.51197624206543
Epoch 220, val loss: 1.7939683198928833
Epoch 230, training loss: 14.770349502563477 = 1.7790731191635132 + 2.0 * 6.495638370513916
Epoch 230, val loss: 1.7883297204971313
Epoch 240, training loss: 14.737613677978516 = 1.772709608078003 + 2.0 * 6.482451915740967
Epoch 240, val loss: 1.78260338306427
Epoch 250, training loss: 14.704389572143555 = 1.7661257982254028 + 2.0 * 6.469131946563721
Epoch 250, val loss: 1.7767356634140015
Epoch 260, training loss: 14.675371170043945 = 1.7592114210128784 + 2.0 * 6.458079814910889
Epoch 260, val loss: 1.7706573009490967
Epoch 270, training loss: 14.650142669677734 = 1.7518998384475708 + 2.0 * 6.449121475219727
Epoch 270, val loss: 1.7642929553985596
Epoch 280, training loss: 14.624080657958984 = 1.744153380393982 + 2.0 * 6.4399638175964355
Epoch 280, val loss: 1.7576206922531128
Epoch 290, training loss: 14.598257064819336 = 1.735943078994751 + 2.0 * 6.431157112121582
Epoch 290, val loss: 1.7505621910095215
Epoch 300, training loss: 14.574474334716797 = 1.7271521091461182 + 2.0 * 6.423661231994629
Epoch 300, val loss: 1.7430570125579834
Epoch 310, training loss: 14.552680969238281 = 1.71773362159729 + 2.0 * 6.417473793029785
Epoch 310, val loss: 1.7350502014160156
Epoch 320, training loss: 14.528043746948242 = 1.7076486349105835 + 2.0 * 6.410197734832764
Epoch 320, val loss: 1.7265262603759766
Epoch 330, training loss: 14.504292488098145 = 1.6968237161636353 + 2.0 * 6.40373420715332
Epoch 330, val loss: 1.7173856496810913
Epoch 340, training loss: 14.482467651367188 = 1.6851922273635864 + 2.0 * 6.398637771606445
Epoch 340, val loss: 1.7075824737548828
Epoch 350, training loss: 14.461943626403809 = 1.6727596521377563 + 2.0 * 6.394591808319092
Epoch 350, val loss: 1.6971129179000854
Epoch 360, training loss: 14.435563087463379 = 1.6595828533172607 + 2.0 * 6.3879899978637695
Epoch 360, val loss: 1.6859749555587769
Epoch 370, training loss: 14.411643981933594 = 1.6455378532409668 + 2.0 * 6.383053302764893
Epoch 370, val loss: 1.6741021871566772
Epoch 380, training loss: 14.387574195861816 = 1.6305805444717407 + 2.0 * 6.3784966468811035
Epoch 380, val loss: 1.6614387035369873
Epoch 390, training loss: 14.363937377929688 = 1.614661693572998 + 2.0 * 6.374637603759766
Epoch 390, val loss: 1.6479114294052124
Epoch 400, training loss: 14.340265274047852 = 1.5978412628173828 + 2.0 * 6.371212005615234
Epoch 400, val loss: 1.6336169242858887
Epoch 410, training loss: 14.316081047058105 = 1.5803180932998657 + 2.0 * 6.3678812980651855
Epoch 410, val loss: 1.6187273263931274
Epoch 420, training loss: 14.290231704711914 = 1.5620756149291992 + 2.0 * 6.364078044891357
Epoch 420, val loss: 1.6032685041427612
Epoch 430, training loss: 14.262535095214844 = 1.5431911945343018 + 2.0 * 6.3596720695495605
Epoch 430, val loss: 1.5872048139572144
Epoch 440, training loss: 14.237838745117188 = 1.5236451625823975 + 2.0 * 6.3570966720581055
Epoch 440, val loss: 1.5706313848495483
Epoch 450, training loss: 14.212615966796875 = 1.503675937652588 + 2.0 * 6.354470252990723
Epoch 450, val loss: 1.5537832975387573
Epoch 460, training loss: 14.184098243713379 = 1.4833544492721558 + 2.0 * 6.350371837615967
Epoch 460, val loss: 1.536584496498108
Epoch 470, training loss: 14.157404899597168 = 1.4626721143722534 + 2.0 * 6.3473663330078125
Epoch 470, val loss: 1.5191115140914917
Epoch 480, training loss: 14.130964279174805 = 1.4416817426681519 + 2.0 * 6.344641208648682
Epoch 480, val loss: 1.5014506578445435
Epoch 490, training loss: 14.104822158813477 = 1.4205780029296875 + 2.0 * 6.3421220779418945
Epoch 490, val loss: 1.4837745428085327
Epoch 500, training loss: 14.079099655151367 = 1.3995721340179443 + 2.0 * 6.339763641357422
Epoch 500, val loss: 1.4663270711898804
Epoch 510, training loss: 14.052143096923828 = 1.3786555528640747 + 2.0 * 6.3367438316345215
Epoch 510, val loss: 1.449050784111023
Epoch 520, training loss: 14.034911155700684 = 1.3578808307647705 + 2.0 * 6.338515281677246
Epoch 520, val loss: 1.4320183992385864
Epoch 530, training loss: 14.002158164978027 = 1.337501883506775 + 2.0 * 6.3323283195495605
Epoch 530, val loss: 1.4154630899429321
Epoch 540, training loss: 13.977007865905762 = 1.3173894882202148 + 2.0 * 6.329809188842773
Epoch 540, val loss: 1.399254560470581
Epoch 550, training loss: 13.95240306854248 = 1.2974977493286133 + 2.0 * 6.327452659606934
Epoch 550, val loss: 1.3833540678024292
