Begin epxeriment: cont_weight: 100 epoch:1000 der1:0.3 der2:0 dfr1:0.4 dfr2:0.4
./run_pre_noisy.py:18: DeprecationWarning: the imp module is deprecated in favour of importlib; see the module's documentation for alternative uses
  import imp
Namespace(add_edge_rate_1=0.0, add_edge_rate_2=0.0, cl_activation='relu', cl_base_model='GCNConv', cl_lr=0.0001, cl_num_epochs=1000, cl_num_hidden=128, cl_num_layers=2, cl_num_proj_hidden=128, cl_weight_decay=1e-05, config='config.yaml', cont_batch_size=0, cont_weight=100.0, cuda=True, dataset='Cora', debug=True, defense_mode='none', device_id=1, dis_weight=1, drop_edge_rate_1=0.3, drop_edge_rate_2=0.0, drop_feat_rate_1=0.4, drop_feat_rate_2=0.4, dropout=0.5, epochs=200, evaluate_mode='1by1', gpu_id=0, hidden=128, homo_boost_thrd=0.5, homo_loss_weight=100.0, inner=1, lr=0.01, model='GCN', no_cuda=False, proj_hidden=128, prune_thr=0.2, seed=10, selection_method='cluster_degree', target_class=0, target_loss_weight=1, tau=0.4, temperature=0.5, test_model='GCN', thrd=0.5, train_lr=0.01, trigger_size=3, trojan_epochs=200, use_vs_number=True, vs_number=5, vs_ratio=0, weight_decay=0.0005)
raw graph: torch.Size([2, 10556])
add edge: torch.Size([2, 11636])
remove edge: torch.Size([2, 9480])
updated graph: torch.Size([2, 10560])
=== Noisy graph ===
/home/mfl5681/project-contrastive/RobustCL/model.py:224: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  self.labels = torch.tensor(labels, dtype=torch.long)
=== training gcn model ===
Epoch 0, training loss: 861.62841796875 = 1.9480549097061157 + 100.0 * 8.596803665161133
Epoch 0, val loss: 1.9554533958435059
Epoch 10, training loss: 861.5927124023438 = 1.9436148405075073 + 100.0 * 8.596490859985352
Epoch 10, val loss: 1.9506934881210327
Epoch 20, training loss: 861.4957275390625 = 1.9385943412780762 + 100.0 * 8.595571517944336
Epoch 20, val loss: 1.9452431201934814
Epoch 30, training loss: 861.1795043945312 = 1.9327970743179321 + 100.0 * 8.592467308044434
Epoch 30, val loss: 1.93889319896698
Epoch 40, training loss: 860.0358276367188 = 1.925891637802124 + 100.0 * 8.581099510192871
Epoch 40, val loss: 1.9313087463378906
Epoch 50, training loss: 855.9137573242188 = 1.917576789855957 + 100.0 * 8.539961814880371
Epoch 50, val loss: 1.922194004058838
Epoch 60, training loss: 841.7669067382812 = 1.9080826044082642 + 100.0 * 8.398588180541992
Epoch 60, val loss: 1.9119943380355835
Epoch 70, training loss: 798.8240356445312 = 1.898348093032837 + 100.0 * 7.96925687789917
Epoch 70, val loss: 1.9015753269195557
Epoch 80, training loss: 745.6104736328125 = 1.887647271156311 + 100.0 * 7.437228679656982
Epoch 80, val loss: 1.890597939491272
